Gaps,Predictions
0.10144074074074094,0.13839897513389587
0.3070098765432099,0.26167842745780945
0.13716666666666666,0.1213194951415062
-0.5102777777777776,-0.4389367401599884
0.41015555555555583,0.47832563519477844
0.04971851851851872,0.13100983202457428
0.17566666666666642,0.13761469721794128
0.17856666666666654,0.10074122995138168
0.5658691358024694,0.584796130657196
-0.07449999999999979,-0.0434064082801342
0.7059543209876544,0.6626707315444946
0.2916000000000001,0.2512781023979187
0.055618518518518734,0.0997949168086052
-0.5899361111111112,-0.5203655362129211
-0.6389027777777774,-0.5763044357299805
0.6277506172839504,0.5918827652931213
0.1707666666666665,0.13100235164165497
0.09549166666666697,0.04144604504108429
-0.13230000000000008,-0.00547909177839756
0.14062499999999978,0.12301687151193619
-0.4953444444444446,-0.6647212505340576
0.2225074074074076,0.2221168577671051
-0.5872999999999999,-0.5471343994140625
0.15482499999999977,0.11916099488735199
0.19029166666666653,0.12112297862768173
0.03690000000000038,-0.13213856518268585
0.16064074074074064,0.08114642649888992
0.08039166666666664,0.0843634158372879
0.09211851851851827,0.055524010211229324
0.31416666666666626,0.31266459822654724
0.01822500000000038,-0.0023110518231987953
0.024025000000000185,0.005578836426138878
0.3492098765432099,0.4365413784980774
0.1164666666666665,0.09348788112401962
-0.08153703703703719,0.032413776963949203
0.7691506172839506,0.6688974499702454
0.4028999999999998,0.5621824860572815
0.2910074074074076,0.19543074071407318
0.3763074074074073,0.38320860266685486
-0.582211111111111,-0.4975595772266388
0.6035999999999997,0.6828820109367371
0.46759135802469176,0.4775025546550751
0.10791851851851852,0.1197318583726883
-0.09709259259259273,0.015581603161990643
0.1458666666666666,0.1365170031785965
-0.5630444444444445,-0.6046574711799622
0.23320000000000007,0.13812747597694397
0.02289999999999992,0.040467239916324615
0.09499166666666703,0.043679073452949524
-0.033137037037036965,0.020371073856949806
0.29249999999999976,0.29025542736053467
0.0006666666666665932,0.009622709825634956
0.13349999999999973,0.10079052299261093
-0.618811111111111,-0.5157884955406189
-0.015733333333332933,0.048694487661123276
-0.005733333333333146,0.09492877125740051
0.5414888888888889,0.49807462096214294
0.3392074074074074,0.33901670575141907
-0.5534249999999998,-0.4757305085659027
0.5526691358024693,0.5252715945243835
-0.5528361111111111,-0.5296010971069336
0.12426666666666675,0.10455558449029922
-0.6065999999999998,-0.5345085859298706
0.22936296296296255,0.17735230922698975
0.49650000000000016,0.22341305017471313
-0.7001444444444447,-0.6735727190971375
0.3762617283950618,0.38847485184669495
0.1975296296296296,0.240021213889122
-0.7223027777777777,-0.6815656423568726
0.1822629629629624,0.1980380415916443
-0.5997249999999998,-0.6325334906578064
-0.7462000000000004,-0.7033853530883789
0.08549999999999991,0.05663839727640152
0.3857518518518521,0.5043691396713257
0.6745888888888887,0.6221553087234497
-0.07350833333333329,-0.04312443733215332
0.3821555555555556,0.3696152865886688
0.043518518518517846,0.0851060077548027
0.1669666666666667,0.15858954191207886
-0.6004027777777778,-0.572966456413269
0.3352617283950614,0.312970906496048
0.1882962962962964,0.16967976093292236
-0.6675027777777776,-0.6881540417671204
0.2742962962962967,0.18384060263633728
0.10511851851851861,0.1478835940361023
-0.0861925925925926,0.015538892708718777
0.5709543209876544,0.5778266787528992
-0.4884694444444442,-0.4036218225955963
-0.5115694444444445,-0.40222424268722534
-0.463025,-0.6284276843070984
